Date,EmpID,Gender,Age,EthnicGroup,FP,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
01 October 2015,50884,F,54,Group E,FT,No,North,15 April 2005,Hourly,Unknown,50-65,2360,78.67,0
01 October 2015,51010,M,32,Group B,FT,No,West,05 August 2009,Hourly,Unknown,30-49,787,26.23,0
01 October 2015,51146,F,33,Group D,FT,No,Central,24 June 1995,Hourly,Unknown,30-49,5943,198.1,0
01 October 2015,51236,F,68,Group B,FT,No,Central,15 April 2004,Hourly,Unknown,50-65,2725,90.83,0
01 October 2015,51312,M,25,Group D,FT,No,Northwest,22 September 2004,Hourly,Unknown,20-29,2565,85.5,0
01 October 2015,51316,F,65,Group C,FT,No,Northwest,30 October 2007,Hourly,Unknown,50-65,1432,47.73,0
01 October 2015,51324,M,28,Group B,FT,No,Northwest,18 March 2004,Hourly,Unknown,20-29,2753,91.77,0
01 October 2015,51548,M,47,Group B,FT,No,Central,14 December 2008,Hourly,Unknown,30-49,1021,34.03,0
01 October 2015,51622,F,38,Group D,FT,No,Central,23 June 1998,Hourly,Unknown,30-49,4848,161.6,0
01 October 2015,51916,F,54,Group C,FT,No,South,13 May 2003,Hourly,Unknown,50-65,3063,102.1,0
01 October 2015,51922,M,48,Group G,FT,No,South,12 August 2004,Hourly,Unknown,30-49,2606,86.87,0
01 October 2015,51974,F,22,Group E,PT,No,Northwest,02 August 2011,Hourly,Unknown,20-29,60,2,0
01 October 2015,51994,M,55,Group E,PT,No,Northwest,10 November 2004,Hourly,Unknown,50-65,2516,83.87,0
01 October 2015,52010,M,32,Group F,PT,No,Northwest,01 May 2003,Hourly,Unknown,30-49,3075,102.5,0
01 October 2015,52212,M,63,Group E,PT,No,Northwest,13 September 2006,Hourly,Unknown,50-65,1844,61.47,0
01 October 2015,52238,M,41,Group E,PT,No,Northwest,13 July 2005,Hourly,Unknown,30-49,2271,75.7,0
01 October 2015,52290,M,61,Group G,PT,No,West,30 October 2007,Hourly,Unknown,50-65,1432,47.73,0
01 October 2015,52292,M,32,Group D,FT,No,West,07 June 2005,Hourly,Unknown,30-49,2307,76.9,0
01 October 2015,52332,M,58,Group C,PT,No,South,22 January 2002,Hourly,Unknown,50-65,3539,117.97,0
01 October 2015,52536,M,40,Group D,FT,No,Central,25 November 2003,Hourly,Unknown,30-49,2867,95.57,0
01 October 2015,52566,M,54,Group B,FT,No,Central,23 September 2009,Hourly,Unknown,50-65,738,24.6,0
01 October 2015,52682,M,39,Group G,PT,No,Central,04 April 2002,Hourly,Unknown,30-49,3467,115.57,0
01 October 2015,52764,M,28,Group F,FT,No,Central,06 April 2010,Hourly,Unknown,20-29,543,18.1,0
01 October 2015,52826,M,53,Group C,FT,No,Northwest,01 March 2006,Hourly,Unknown,50-65,2040,68,0
01 October 2015,52926,F,43,Group A,PT,No,North,11 May 1988,Hourly,Unknown,30-49,8543,284.77,0
01 October 2015,52934,M,24,Group B,PT,No,North,14 April 2007,Hourly,Unknown,20-29,1631,54.37,0
01 October 2015,52954,M,49,Group G,FT,No,North,28 February 1989,Salary,Unknown,30-49,8250,275,0
01 October 2015,52966,F,22,Group E,PT,No,North,15 April 2009,Hourly,Unknown,20-29,899,29.97,0
01 October 2015,52968,M,34,Group F,FT,No,North,28 March 2007,Salary,Unknown,30-49,1648,54.93,0
01 October 2015,52970,M,35,Group A,FT,No,North,12 October 1996,Salary,Unknown,30-49,5467,182.23,0
01 October 2015,52972,F,22,Group C,PT,No,North,09 October 2007,Hourly,Unknown,20-29,1453,48.43,0
01 October 2015,52980,M,67,Group A,PT,No,North,01 June 2011,Hourly,Unknown,50-65,122,4.07,0
01 October 2015,52982,M,25,Group G,FT,No,North,29 June 2006,Hourly,Unknown,20-29,1920,64,0
01 October 2015,52984,M,43,Group A,FT,No,North,10 November 1988,Hourly,Unknown,30-49,8360,278.67,0
01 October 2015,52994,F,23,Group E,PT,Yes,North,04 October 2011,Hourly,Unknown,20-29,0,0,0
01 October 2015,53004,M,32,Group A,FT,No,North,26 November 1998,Hourly,Unknown,30-49,4692,156.4,0
01 October 2015,53176,F,43,Group G,FT,No,Midwest,25 November 1992,Hourly,Unknown,30-49,6884,229.47,0
01 October 2015,53218,M,65,Group C,PT,No,Midwest,15 May 2009,Hourly,Unknown,50-65,869,28.97,0
01 October 2015,53250,F,42,Group E,FT,No,South,04 May 2010,Salary,Unknown,30-49,515,17.17,0
01 October 2015,53266,M,49,Group F,FT,No,South,11 June 1991,Hourly,Unknown,30-49,7417,247.23,0
01 October 2015,53292,F,38,Group E,FT,No,South,04 June 1993,Salary,Unknown,30-49,6693,223.1,0
01 October 2015,53370,M,43,Group D,FT,No,South,20 May 1986,Salary,Unknown,30-49,9265,308.83,0
01 October 2015,53402,F,31,Group B,FT,No,South,20 August 2009,Salary,Unknown,30-49,772,25.73,0
01 October 2015,53412,M,46,Group F,FT,No,South,25 April 2006,Salary,Unknown,30-49,1985,66.17,0
01 October 2015,53554,F,29,Group F,FT,No,Central,28 March 2006,Salary,Unknown,20-29,2013,67.1,0
01 October 2015,53612,F,51,Group E,FT,No,Central,02 October 2001,Salary,Unknown,50-65,3651,121.7,0
01 October 2015,53652,M,39,Group A,FT,No,Central,21 December 1990,Salary,Unknown,30-49,7589,252.97,0
01 October 2015,53752,M,38,Group A,PT,No,Central,20 November 2007,Hourly,Unknown,30-49,1411,47.03,0
01 October 2015,53804,F,25,Group B,FT,No,Central,31 October 2005,Hourly,Unknown,20-29,2161,72.03,0
01 October 2015,53826,F,48,Group G,FT,No,West,29 August 2006,Salary,Unknown,30-49,1859,61.97,0
01 October 2015,53992,F,59,Group D,FT,No,West,23 February 2007,Hourly,Unknown,50-65,1681,56.03,0
01 October 2015,54048,M,42,Group A,FT,No,West,27 June 2004,Salary,Unknown,30-49,2652,88.4,0
01 October 2015,54064,F,41,Group B,FT,No,West,14 May 2011,Salary,Unknown,30-49,140,4.67,0
01 October 2015,54082,M,48,Group G,FT,No,West,23 August 2007,Hourly,Unknown,30-49,1500,50,0
01 October 2015,54100,M,52,Group B,FT,No,West,15 December 2007,Hourly,Unknown,50-65,1386,46.2,0
01 October 2015,54304,M,22,Group E,PT,No,South,08 June 2011,Hourly,Unknown,20-29,115,3.83,0
01 October 2015,54306,M,35,Group D,PT,Yes,South,12 October 2011,Hourly,Unknown,30-49,0,0,0
01 October 2015,54316,M,21,Group B,PT,No,Northwest,13 September 2006,Hourly,Unknown,20-29,1844,61.47,0
01 October 2015,54338,M,25,Group B,FT,No,North,06 January 2011,Hourly,Unknown,20-29,268,8.93,0
01 October 2015,54472,F,66,Group B,FT,No,Northwest,27 August 2002,Salary,Unknown,50-65,3322,110.73,0
01 October 2015,54510,M,42,Group C,FT,No,Northwest,30 October 2007,Hourly,Unknown,30-49,1432,47.73,0
01 October 2015,54890,F,61,Group A,FT,No,West,05 April 2005,Hourly,Unknown,50-65,2370,79,0
01 October 2015,55442,F,71,Group G,FT,No,West,11 March 2003,Hourly,Unknown,50-65,3126,104.2,0
01 October 2015,55514,M,21,Group D,PT,No,West,15 April 2011,Hourly,Unknown,20-29,169,5.63,0
01 October 2015,55632,F,59,Group B,FT,No,Northwest,13 September 2011,Hourly,Unknown,50-65,18,0.6,0
01 October 2015,55648,M,53,Group B,FT,No,Northwest,14 July 2004,Hourly,Unknown,50-65,2635,87.83,0
01 October 2015,55650,M,20,Group E,PT,No,North,26 September 2008,Hourly,Unknown,20-29,1100,36.67,0
01 October 2015,55700,F,49,Group B,FT,No,Central,30 August 2005,Hourly,Unknown,30-49,2223,74.1,0
01 October 2015,55704,M,49,Group G,FT,No,Central,10 May 2005,Hourly,Unknown,30-49,2335,77.83,0
01 October 2015,55722,M,37,Group C,PT,No,Central,04 May 2010,Hourly,Unknown,30-49,515,17.17,0
01 October 2015,55726,M,39,Group E,FT,No,Central,23 October 2008,Hourly,Unknown,30-49,1073,35.77,0
01 October 2015,55730,M,19,Group A,PT,No,Central,27 August 2010,Hourly,Unknown,20-29,400,13.33,0
01 October 2015,55734,M,43,Group F,PT,No,Central,30 April 2008,Hourly,Unknown,30-49,1249,41.63,0
01 October 2015,55750,M,37,Group A,FT,No,Central,24 August 2011,Hourly,Unknown,30-49,38,1.27,0
01 October 2015,55770,M,27,Group E,PT,No,North,11 August 2000,Hourly,Unknown,20-29,4068,135.6,0
01 October 2015,55778,M,40,Group B,PT,No,South,18 May 2011,Hourly,Unknown,30-49,136,4.53,0
01 October 2015,55780,M,61,Group A,PT,No,North,18 August 2011,Hourly,Unknown,50-65,44,1.47,0
01 October 2015,55786,F,23,Group D,PT,No,Midwest,16 November 2007,Hourly,Unknown,20-29,1415,47.17,0
01 October 2015,56246,M,31,Group E,PT,No,Central,04 October 2001,Hourly,Unknown,30-49,3649,121.63,0
01 October 2015,56292,F,30,Group G,FT,No,Central,11 December 2007,Hourly,Unknown,30-49,1390,46.33,0
01 October 2015,56296,M,53,Group D,FT,No,Central,26 March 2010,Hourly,Unknown,50-65,554,18.47,0
01 October 2015,56330,M,50,Group E,FT,No,West,17 November 2009,Hourly,Unknown,50-65,683,22.77,0
01 October 2015,56354,M,65,Group D,PT,No,West,09 August 2011,Hourly,Unknown,50-65,53,1.77,0
01 October 2015,56358,M,61,Group E,PT,No,West,23 February 2007,Hourly,Unknown,50-65,1681,56.03,0
01 October 2015,56490,M,63,Group G,FT,No,South,19 October 1988,Hourly,Unknown,50-65,8382,279.4,0
01 October 2015,56498,M,48,Group C,FT,No,Midwest,27 January 2000,Hourly,Unknown,30-49,4265,142.17,0
01 October 2015,56508,F,26,Group F,FT,No,Midwest,04 August 2004,Hourly,Unknown,20-29,2614,87.13,0
01 October 2015,56516,M,47,Group E,FT,No,Midwest,20 September 1984,Hourly,Unknown,30-49,9872,329.07,0
01 October 2015,56526,M,60,Group C,FT,No,South,30 June 1987,Hourly,Unknown,50-65,8859,295.3,0
01 October 2015,91744,F,27,Group F,FT,No,North,19 December 2006,Salary,Unknown,20-29,1747,58.23,0
01 October 2015,91824,M,21,Group D,FT,No,North,24 May 2008,Hourly,Unknown,20-29,1225,40.83,0
01 October 2015,92056,F,49,Group F,FT,No,East,21 March 2006,Hourly,Unknown,30-49,2020,67.33,0
01 October 2015,92072,F,49,Group B,FT,No,East,26 August 2008,Salary,Unknown,30-49,1131,37.7,0
01 October 2015,92166,F,56,Group D,FT,No,East,17 January 2006,Hourly,Unknown,50-65,2083,69.43,0
01 October 2015,92168,F,40,Group B,FT,No,East,13 May 2003,Hourly,Unknown,30-49,3063,102.1,0
01 October 2015,92240,M,27,Group D,PT,No,East,07 May 2008,Hourly,Unknown,20-29,1242,41.4,0
01 October 2015,92246,F,35,Group B,FT,No,East,05 October 2010,Salary,Unknown,30-49,361,12.03,0
01 October 2015,92250,M,52,Group C,FT,No,East,08 September 1981,Salary,Unknown,50-65,10980,366,0
01 October 2015,92260,M,48,Group B,FT,No,East,27 June 2008,Hourly,Unknown,30-49,1191,39.7,0
01 October 2015,92270,F,36,Group F,FT,No,East,28 March 2006,Salary,Unknown,30-49,2013,67.1,0
01 October 2015,92282,F,27,Group E,FT,No,East,01 December 2009,Salary,Unknown,20-29,669,22.3,0
01 October 2015,92292,F,28,Group F,FT,No,East,02 August 2011,Salary,Unknown,20-29,60,2,0
01 October 2015,92302,M,34,Group E,FT,No,East,01 March 2008,Salary,Unknown,30-49,1309,43.63,0
01 October 2015,92310,M,36,Group B,FT,No,East,25 June 2008,Salary,Unknown,30-49,1193,39.77,0
01 October 2015,92324,F,25,Group F,FT,No,East,02 June 2005,Salary,Unknown,20-29,2312,77.07,0
01 October 2015,92328,F,34,Group A,FT,No,East,04 February 2009,Salary,Unknown,30-49,969,32.3,0
01 October 2015,92332,F,43,Group G,FT,No,East,21 February 2006,Salary,Unknown,30-49,2048,68.27,0
01 October 2015,92334,M,44,Group F,FT,No,East,07 January 2009,Salary,Unknown,30-49,997,33.23,0
01 October 2015,92336,F,37,Group E,FT,No,East,25 February 2009,Salary,Unknown,30-49,948,31.6,0
01 October 2015,92338,F,48,Group F,FT,No,East,11 August 2009,Salary,Unknown,30-49,781,26.03,0
01 October 2015,92340,F,27,Group B,FT,No,East,29 September 2009,Salary,Unknown,20-29,732,24.4,0
01 October 2015,92352,F,51,Group C,FT,No,East,09 August 2011,Hourly,Unknown,50-65,53,1.77,0
01 October 2015,92358,F,55,Group C,FT,No,East,14 May 2002,Hourly,Unknown,50-65,3427,114.23,0
01 October 2015,92366,F,59,Group F,FT,No,East,04 April 2006,Hourly,Unknown,50-65,2006,66.87,0
01 October 2015,92420,M,24,Group D,FT,No,East,23 June 2004,Hourly,Unknown,20-29,2656,88.53,0
01 October 2015,92438,F,50,Group B,FT,No,East,18 December 2007,Hourly,Unknown,50-65,1383,46.1,0
01 October 2015,92484,F,29,Group C,FT,No,East,28 April 2011,Salary,Unknown,20-29,156,5.2,0
01 October 2015,95692,M,47,Group F,FT,No,East,02 September 2009,Salary,Unknown,30-49,759,25.3,0
01 October 2015,95694,M,31,Group A,FT,No,East,21 July 2005,Salary,Unknown,30-49,2263,75.43,0
01 October 2015,95696,F,53,Group E,FT,No,East,03 November 1987,Salary,Unknown,50-65,8733,291.1,0
01 October 2015,95728,M,49,Group F,FT,No,East,28 May 2003,Salary,Unknown,30-49,3048,101.6,0
01 October 2015,95730,F,27,Group D,FT,No,East,24 June 2008,Salary,Unknown,20-29,1194,39.8,0
01 October 2015,95740,M,32,Group E,FT,No,East,13 August 2008,Salary,Unknown,30-49,1144,38.13,0
01 October 2015,95744,F,48,Group B,FT,No,East,03 March 1987,Salary,Unknown,30-49,8978,299.27,0
01 October 2015,95752,F,29,Group D,FT,No,East,01 December 2006,Salary,Unknown,20-29,1765,58.83,0
01 October 2015,95754,M,55,Group G,FT,No,East,06 June 2006,Salary,Unknown,50-65,1943,64.77,0
01 October 2015,95762,F,34,Group D,FT,No,East,27 August 2008,Salary,Unknown,30-49,1130,37.67,0
01 October 2015,95772,F,51,Group A,FT,No,East,15 May 1984,Salary,Unknown,50-65,10000,333.33,0
01 October 2015,95782,F,39,Group E,FT,No,East,17 September 2008,Salary,Unknown,30-49,1109,36.97,0
01 October 2015,95784,M,40,Group F,FT,No,East,17 July 2007,Salary,Unknown,30-49,1537,51.23,0
01 October 2015,95788,F,49,Group G,FT,No,East,05 January 2010,Salary,Unknown,30-49,634,21.13,0
01 October 2015,96180,M,23,Group E,FT,No,East,29 January 2008,Hourly,Unknown,20-29,1341,44.7,0
01 October 2015,96236,F,31,Group A,FT,Yes,East,11 October 2011,Hourly,Unknown,30-49,0,0,0
01 October 2015,96382,F,22,Group A,FT,No,East,20 November 2007,Hourly,Unknown,20-29,1411,47.03,0
01 October 2015,96442,M,43,Group C,FT,No,East,20 September 2005,Hourly,Unknown,30-49,2202,73.4,0
01 October 2015,96764,F,33,Group E,FT,No,East,13 July 2001,Hourly,Unknown,30-49,3732,124.4,0
01 October 2015,97020,F,38,Group B,FT,No,East,21 June 2002,Hourly,Unknown,30-49,3389,112.97,0
01 October 2015,97038,F,23,Group E,FT,No,East,02 October 2007,Hourly,Unknown,20-29,1460,48.67,0
01 October 2015,97052,F,47,Group A,FT,No,East,14 May 2008,Hourly,Unknown,30-49,1235,41.17,0
01 October 2015,97066,F,22,Group F,FT,No,East,19 July 2011,Hourly,Unknown,20-29,74,2.47,0
01 October 2015,97318,F,23,Group A,PT,No,East,13 May 2009,Hourly,Unknown,20-29,871,29.03,0
01 October 2015,97344,F,34,Group F,FT,No,East,27 February 2003,Hourly,Unknown,30-49,3138,104.6,0
01 October 2015,97546,F,57,Group E,FT,No,East,24 July 2003,Hourly,Unknown,50-65,2991,99.7,0
01 October 2015,98080,F,29,Group A,FT,No,East,09 October 2001,Hourly,Unknown,20-29,3644,121.47,0
01 October 2015,98352,F,20,Group B,FT,No,East,09 August 2011,Hourly,Unknown,20-29,53,1.77,0
01 October 2015,98432,F,29,Group E,FT,No,East,05 April 2005,Hourly,Unknown,20-29,2370,79,0
01 October 2015,99064,M,25,Group F,PT,No,North,13 April 2005,Hourly,Unknown,20-29,2362,78.73,0
01 October 2015,99492,F,23,Group D,PT,No,West,17 August 2011,Hourly,Unknown,20-29,45,1.5,0
01 October 2015,101002,F,20,Group F,PT,No,South,18 May 2011,Hourly,Unknown,20-29,136,4.53,0
01 October 2015,101050,F,40,Group F,FT,No,North,26 July 2011,Salary,Unknown,30-49,67,2.23,0
01 October 2015,101802,M,31,Group C,PT,No,Central,30 August 2005,Hourly,Unknown,30-49,2223,74.1,0
01 October 2015,101996,M,21,Group F,FT,No,West,09 October 2006,Hourly,Unknown,20-29,1818,60.6,0
01 October 2015,102250,F,23,Group D,PT,No,North,05 June 2007,Hourly,Unknown,20-29,1579,52.63,0
01 October 2015,102608,M,22,Group E,PT,No,West,22 June 2011,Hourly,Unknown,20-29,101,3.37,0
01 October 2015,102754,F,20,Group D,PT,Yes,East,11 October 2011,Hourly,Unknown,20-29,0,0,0
01 October 2015,102870,F,23,Group B,PT,No,South,28 July 2011,Hourly,Unknown,20-29,65,2.17,0
01 October 2015,103356,M,63,Group G,PT,No,Northwest,22 April 2009,Hourly,Unknown,50-65,892,29.73,0
01 October 2015,103362,F,37,Group A,FT,No,East,30 June 2009,Salary,Unknown,30-49,823,27.43,0
01 October 2015,103510,M,37,Group D,PT,Yes,North,26 October 2011,Hourly,Unknown,30-49,0,0,0
01 October 2015,104426,F,25,Group G,FT,No,North,27 September 2006,Hourly,Unknown,20-29,1830,61,0
01 October 2015,104636,F,20,Group D,PT,No,South,13 July 2011,Hourly,Unknown,20-29,80,2.67,0
01 October 2015,104704,F,27,Group G,FT,No,Central,19 September 2007,Hourly,Unknown,20-29,1473,49.1,0
01 October 2015,105924,M,19,Group B,PT,No,South,15 June 2011,Hourly,Unknown,20-29,108,3.6,0
01 October 2015,106134,F,28,Group C,PT,No,East,11 December 2003,Hourly,Unknown,20-29,2851,95.03,0
01 October 2015,106318,M,26,Group E,PT,No,North,30 October 2007,Hourly,Unknown,20-29,1432,47.73,0
01 October 2015,107730,M,24,Group D,PT,No,Northwest,27 June 2007,Hourly,Unknown,20-29,1557,51.9,0
01 October 2015,108086,F,20,Group C,PT,No,North,22 September 2010,Hourly,Unknown,20-29,374,12.47,0
01 October 2015,108276,M,43,Group A,PT,No,Midwest,12 October 2009,Hourly,Unknown,30-49,719,23.97,0
01 October 2015,109894,F,55,Group F,FT,No,South,06 July 2011,Hourly,Unknown,50-65,87,2.9,0
01 October 2015,110266,F,25,Group G,FT,No,West,07 April 2004,Salary,Unknown,20-29,2733,91.1,0
01 October 2015,110624,F,18,Group D,FT,No,East,07 September 2011,Hourly,Unknown,20-29,24,0.8,0
01 October 2015,110834,M,22,Group B,PT,No,Midwest,27 March 2008,Hourly,Unknown,20-29,1283,42.77,0
01 October 2015,110874,M,25,Group C,PT,No,Northwest,26 May 2011,Hourly,Unknown,20-29,128,4.27,0
01 October 2015,111526,F,40,Group A,PT,No,East,01 July 2009,Hourly,Unknown,30-49,822,27.4,0
01 October 2015,112594,F,20,Group G,PT,No,South,20 July 2011,Hourly,Unknown,20-29,73,2.43,0
01 October 2015,112992,F,19,Group B,PT,Yes,Midwest,20 October 2011,Hourly,Unknown,20-29,0,0,0
01 October 2015,113294,M,39,Group A,FT,No,Central,08 December 2000,Hourly,Unknown,30-49,3949,131.63,0
01 October 2015,113664,M,25,Group C,FT,No,East,01 February 2011,Salary,Unknown,20-29,242,8.07,0
01 October 2015,114258,M,44,Group B,FT,No,South,24 September 2008,Hourly,Unknown,30-49,1102,36.73,0
01 October 2015,114492,F,41,Group B,PT,Yes,Northwest,12 October 2011,Hourly,Unknown,30-49,0,0,0
01 October 2015,115526,F,21,Group E,PT,No,North,30 July 2008,Hourly,Unknown,20-29,1158,38.6,0
01 October 2015,116032,F,24,Group F,FT,No,North,10 May 2006,Hourly,Unknown,20-29,1970,65.67,0
01 October 2015,116996,F,20,Group A,PT,No,South,15 June 2011,Hourly,Unknown,20-29,108,3.6,0
01 October 2015,119098,M,38,Group B,PT,No,Central,06 September 2007,Hourly,Unknown,30-49,1486,49.53,0
01 October 2015,119162,M,28,Group D,FT,No,West,30 August 2011,Hourly,Unknown,20-29,32,1.07,0
01 October 2015,119550,M,72,Group G,FT,No,Central,28 February 2007,Hourly,Unknown,50-65,1676,55.87,0
01 October 2015,120380,M,23,Group D,PT,No,Northwest,26 May 2011,Hourly,Unknown,20-29,128,4.27,0
01 October 2015,120656,F,31,Group C,FT,No,East,16 June 2001,Hourly,Unknown,30-49,3759,125.3,0
01 October 2015,120794,F,31,Group C,FT,Yes,East,19 October 2011,Hourly,Unknown,30-49,0,0,0
01 October 2015,121050,M,20,Group G,PT,No,Northwest,15 July 2010,Hourly,Unknown,20-29,443,14.77,0
01 October 2015,122814,M,19,Group C,PT,No,South,04 August 2011,Hourly,Unknown,20-29,58,1.93,0
01 October 2015,123164,M,18,Group E,PT,Yes,Northwest,03 October 2011,Hourly,Unknown,20-29,0,0,0
01 October 2015,123298,F,22,Group D,FT,No,Northwest,03 October 2006,Hourly,Unknown,20-29,1824,60.8,0
01 November 2015,1950,M,36,Group A,PT,No,North,27 August 2008,Hourly,Unknown,30-49,1161,38.7,0
01 November 2015,5052,F,20,Group C,PT,No,South,02 June 2011,Hourly,Unknown,20-29,152,5.07,0
01 November 2015,5202,M,22,Group E,PT,No,North,12 August 2010,Hourly,Unknown,20-29,446,14.87,0
01 November 2015,16664,M,24,Group F,PT,No,North,25 September 2008,Hourly,Unknown,20-29,1132,37.73,0
01 November 2015,16730,F,74,Group E,FT,No,North,24 May 2011,Hourly,Unknown,50-65,161,5.37,0
01 November 2015,17146,F,21,Group D,PT,No,West,16 November 2010,Hourly,Unknown,20-29,350,11.67,0
01 November 2015,18230,M,45,Group A,PT,No,North,24 October 2007,Hourly,Unknown,30-49,1469,48.97,0
01 November 2015,19600,F,21,Group A,FT,No,Northwest,27 April 2011,Hourly,Unknown,20-29,188,6.27,0
01 November 2015,20706,M,42,Group F,PT,No,South,21 July 2011,Hourly,Unknown,30-49,103,3.43,0
01 November 2015,21208,M,27,Group A,FT,No,Northwest,13 July 2000,Hourly,Unknown,20-29,4128,137.6,0
01 November 2015,21544,F,24,Group B,PT,No,Northwest,02 September 2010,Hourly,Unknown,20-29,425,14.17,0
01 November 2015,22578,F,66,Group C,FT,No,Northwest,05 May 2011,Hourly,Unknown,50-65,180,6,0
01 November 2015,26228,M,53,Group D,PT,No,North,17 September 2008,Hourly,Unknown,50-65,1140,38,0
01 November 2015,26954,M,85,Group B,PT,No,West,27 August 2009,Hourly,Unknown,50-65,796,26.53,0
01 November 2015,27450,F,19,Group G,PT,Yes,North,10 November 2011,Hourly,Unknown,20-29,0,0,0
01 November 2015,29062,M,41,Group G,FT,No,Midwest,26 May 2009,Hourly,Unknown,30-49,889,29.63,0
01 November 2015,29632,M,26,Group F,PT,No,Central,01 April 2010,Hourly,Unknown,20-29,579,19.3,0
01 November 2015,30248,F,37,Group C,FT,No,Northwest,14 November 2006,Hourly,Unknown,30-49,1813,60.43,0
01 November 2015,30934,M,51,Group B,PT,Yes,Northwest,03 November 2011,Hourly,Unknown,50-65,0,0,0
01 November 2015,33066,F,28,Group E,PT,No,South,13 April 2011,Hourly,Unknown,20-29,202,6.73,0
01 November 2015,33124,M,25,Group F,PT,No,North,14 August 2007,Hourly,Unknown,20-29,1540,51.33,0
01 November 2015,33240,F,28,Group E,FT,No,Midwest,26 June 2002,Salary,Unknown,20-29,3415,113.83,0
01 November 2015,33258,M,33,Group D,FT,No,West,04 April 2008,Salary,Unknown,30-49,1306,43.53,0
01 November 2015,33262,F,46,Group E,FT,No,Northwest,19 March 2008,Salary,Unknown,30-49,1322,44.07,0
01 November 2015,33278,F,30,Group E,FT,No,Midwest,29 September 2011,Salary,Involuntary,30-49,33,1.1,1
01 November 2015,33288,F,44,Group G,FT,No,East,16 July 2008,Salary,Unknown,30-49,1203,40.1,0
01 November 2015,33296,F,31,Group G,FT,No,East,27 August 2008,Salary,Unknown,30-49,1161,38.7,0
01 November 2015,33312,F,49,Group C,FT,No,East,04 October 2011,Salary,Unknown,30-49,28,0.93,0
01 November 2015,40406,M,46,Group B,FT,No,North,09 April 2005,Hourly,Unknown,30-49,2397,79.9,0
01 November 2015,40436,F,22,Group C,PT,No,North,21 June 2007,Hourly,Unknown,20-29,1594,53.13,0
01 November 2015,40472,F,54,Group E,FT,No,North,18 May 2005,Hourly,Unknown,50-65,2358,78.6,0
01 November 2015,40478,M,19,Group C,PT,No,North,22 June 2011,Hourly,Unknown,20-29,132,4.4,0
01 November 2015,40486,M,25,Group A,PT,Yes,North,02 November 2011,Hourly,Unknown,20-29,0,0,0
01 November 2015,40488,M,34,Group D,FT,No,North,23 May 2011,Hourly,Unknown,30-49,162,5.4,0
01 November 2015,40542,M,44,Group D,PT,No,North,21 June 2005,Hourly,Unknown,30-49,2324,77.47,0
01 November 2015,40548,F,28,Group E,FT,No,North,02 May 2007,Hourly,Unknown,20-29,1644,54.8,0
01 November 2015,40554,M,65,Group C,PT,No,North,23 February 2007,Hourly,Unknown,50-65,1712,57.07,0
01 November 2015,40754,F,21,Group D,PT,No,North,07 August 2008,Hourly,Unknown,20-29,1181,39.37,0
01 November 2015,41050,M,26,Group F,PT,No,Midwest,29 December 2007,Hourly,Unknown,20-29,1403,46.77,0
01 November 2015,41058,F,21,Group C,PT,No,Midwest,26 October 2011,Hourly,Unknown,20-29,6,0.2,0
01 November 2015,41082,F,20,Group F,PT,No,Midwest,18 February 2010,Hourly,Unknown,20-29,621,20.7,0
01 November 2015,41332,M,23,Group G,FT,No,Midwest,20 October 2009,Hourly,Unknown,20-29,742,24.73,0
01 November 2015,41344,M,63,Group F,PT,No,Midwest,30 August 2005,Hourly,Unknown,50-65,2254,75.13,0
01 November 2015,41510,M,22,Group A,PT,No,South,26 October 2011,Hourly,Unknown,20-29,6,0.2,0
01 November 2015,42236,M,62,Group G,FT,No,South,15 June 2011,Hourly,Unknown,50-65,139,4.63,0
01 November 2015,42684,M,22,Group A,FT,No,South,14 February 2006,Hourly,Unknown,20-29,2086,69.53,0
01 November 2015,42708,M,59,Group E,PT,No,South,27 October 2011,Hourly,Involuntary,50-65,5,0.17,1
01 November 2015,42892,M,56,Group G,FT,No,South,19 June 2007,Hourly,Unknown,50-65,1596,53.2,0
01 November 2015,42924,F,21,Group E,PT,No,South,23 June 2011,Hourly,Unknown,20-29,131,4.37,0
01 November 2015,43356,F,20,Group B,FT,No,South,02 September 2009,Hourly,Unknown,20-29,790,26.33,0
01 November 2015,43430,F,46,Group A,FT,No,North,16 September 2011,Hourly,Unknown,30-49,46,1.53,0
01 November 2015,43432,F,33,Group C,FT,No,North,10 March 2011,Hourly,Unknown,30-49,236,7.87,0
01 November 2015,43440,F,23,Group G,FT,No,North,31 May 2007,Hourly,Unknown,20-29,1615,53.83,0
01 November 2015,43526,M,55,Group C,FT,No,North,26 April 2008,Hourly,Unknown,50-65,1284,42.8,0
01 November 2015,43538,M,23,Group C,PT,No,North,12 June 2008,Hourly,Unknown,20-29,1237,41.23,0
01 November 2015,43606,F,21,Group B,PT,No,North,31 August 2011,Hourly,Unknown,20-29,62,2.07,0
01 November 2015,43610,M,22,Group C,PT,No,North,20 March 2007,Hourly,Unknown,20-29,1687,56.23,0
01 November 2015,43612,M,52,Group G,PT,No,North,27 February 2007,Hourly,Unknown,50-65,1708,56.93,0
01 November 2015,43672,F,20,Group D,FT,No,North,03 November 2006,Hourly,Unknown,20-29,1824,60.8,0
01 November 2015,43678,M,57,Group A,FT,No,North,09 April 2007,Hourly,Unknown,50-65,1667,55.57,0
